col1 col2 col3 col4 col5
H2_1028 102.810587 1.063e-02 1.301e+09 2.01588
H2_1031 103.119267 1.111e-02 1.298e+09 2.01588
H2_1035 103.518275 1.127e-02 1.294e+09 2.01588
H2_1040 104.005972 1.130e-02 1.288e+09 2.01588
H2_1045 104.580431 1.130e-02 1.282e+09 2.01588
H2_1052 105.239335 1.131e-02 1.274e+09 2.01588
H2_1024 102.437373 2.871e-02 1.301e+09 2.01588
H2_1024 102.498797 1.957e-02 1.298e+09 2.01588
H2_1026 102.652831 1.797e-02 1.294e+09 2.01588
H2_1028 102.898660 1.739e-02 1.288e+09 2.01588
H2_1032 103.235096 1.712e-02 1.282e+09 2.01588
H2_1036 103.660473 1.696e-02 1.274e+09 2.01588
H2_1041 104.173474 1.684e-02 1.265e+09 2.01588
H2_1047 104.771262 1.673e-02 1.255e+09 2.01588
H2_1014 101.432712 8.982e-03 1.237e+09 2.01588
H2_1016 101.646113 1.023e-02 1.236e+09 2.01588
H2_1019 101.950213 1.048e-02 1.233e+09 2.01588
H2_1023 102.343679 1.049e-02 1.230e+09 2.01588
H2_1028 102.824857 1.047e-02 1.224e+09 2.01588
H2_1033 103.391823 1.046e-02 1.218e+09 2.01588
H2_1040 104.042433 1.049e-02 1.211e+09 2.01588
H2_1012 101.281291 2.970e-02 1.236e+09 2.01588
H2_1013 101.343691 2.050e-02 1.233e+09 2.01588
H2_1014 101.497684 1.894e-02 1.230e+09 2.01588
H2_1017 101.742421 1.838e-02 1.224e+09 2.01588
H2_1020 102.076702 1.814e-02 1.218e+09 2.01588
H2_1024 102.499017 1.801e-02 1.211e+09 2.01588
H2_1030 103.007213 1.793e-02 1.203e+09 2.01588
H2_1036 103.600210 1.787e-02 1.193e+09 2.01588
H2_1003 100.329650 8.466e-03 1.178e+09 2.01588
H2_1005 100.539308 9.911e-03 1.177e+09 2.01588
H2_1008 100.838607 1.043e-02 1.174e+09 2.01588
H2_1012 101.226234 1.075e-02 1.171e+09 2.01588
H2_1017 101.700418 1.122e-02 1.167e+09 2.01588
H2_1022 102.258597 1.256e-02 1.162e+09 2.01588
H2_1028 102.880129 2.325e-02 1.166e+09 2.01588
H2_1001 100.182374 2.677e-02 1.177e+09 2.01588
H2_1002 100.245200 1.823e-02 1.174e+09 2.01588
H2_1003 100.398537 1.662e-02 1.171e+09 2.01588
H2_1006 100.641405 1.571e-02 1.167e+09 2.01588
H2_1009 100.971968 1.411e-02 1.162e+09 2.01588
H2_1013 101.370673 1.160e-03 1.166e+09 2.01588
H2_1019 101.901751 2.049e-02 1.145e+09 2.01588
H2_1024 102.487851 1.908e-02 1.136e+09 2.01588
H2_992 99.2809625 7.699e-03 1.123e+09 2.01588
H2_994 99.4874023 8.659e-03 1.122e+09 2.01588
H2_997 99.7827120 8.761e-03 1.120e+09 2.01588
H2_1001 100.165567 8.691e-03 1.117e+09 2.01588
H2_1006 100.634318 8.633e-03 1.112e+09 2.01588
H2_1011 101.187051 8.645e-03 1.107e+09 2.01588
H2_1018 101.821640 8.758e-03 1.101e+09 2.01588
H2_991 99.1378851 2.612e-02 1.122e+09 2.01588
H2_992 99.2016320 1.826e-02 1.120e+09 2.01588
H2_993 99.3550560 1.704e-02 1.117e+09 2.01588
H2_995 99.5972782 1.669e-02 1.112e+09 2.01588
H2_999 99.9270799 1.656e-02 1.107e+09 2.01588
H2_1003 100.342861 1.650e-02 1.101e+09 2.01588
H2_1008 100.842753 1.641e-02 1.093e+09 2.01588
H2_1014 101.425124 1.615e-02 1.086e+09 2.01588
H2_982 98.2835297 6.811e-03 1.073e+09 2.01588
H2_984 98.4864022 8.171e-03 1.072e+09 2.01588
H2_987 98.7768822 8.928e-03 1.070e+09 2.01588
H2_991 99.1533845 9.919e-03 1.068e+09 2.01588
H2_996 99.6124699 1.274e-02 1.068e+09 2.01588
H2_1001 100.191034 2.628e-04 1.088e+09 2.01588
H2_1007 100.798637 3.740e-03 1.052e+09 2.01588
H2_981 98.1438709 2.069e-02 1.072e+09 2.01588
H2_982 98.2074246 1.364e-02 1.070e+09 2.01588
H2_983 98.3591060 1.157e-02 1.068e+09 2.01588
H2_985 98.5962765 8.276e-03 1.068e+09 2.01588
H2_989 98.9557105 3.108e-02 1.088e+09 2.01588
H2_993 99.3492130 2.016e-02 1.052e+09 2.01588
H2_998 99.8426978 1.788e-02 1.044e+09 2.01588
H2_1004 100.419563 1.712e-02 1.036e+09 2.01588
H2_973 97.3344572 5.899e-03 1.025e+09 2.01588
H2_975 97.5345768 6.644e-03 1.025e+09 2.01588
H2_978 97.8218029 6.735e-03 1.023e+09 2.01588
H2_981 98.1948433 6.708e-03 1.020e+09 2.01588
H2_986 98.6520720 6.715e-03 1.016e+09 2.01588
H2_991 99.1915722 6.831e-03 1.012e+09 2.01588
H2_998 99.8111851 7.129e-03 1.006e+09 2.01588
H2_971 97.1986229 2.004e-02 1.025e+09 2.01588
H2_972 97.2632731 1.405e-02 1.023e+09 2.01588
H2_974 97.4157872 1.315e-02 1.020e+09 2.01588
H2_976 97.6552810 1.290e-02 1.016e+09 2.01588
H2_979 97.9805079 1.278e-02 1.012e+09 2.01588
H2_983 98.3898956 1.262e-02 1.006e+09 2.01588
H2_988 98.8812183 1.221e-02 1.001e+09 2.01588
H2_994 99.4517721 1.086e-02 9.967e+08 2.01588
H2_964 96.4310524 5.028e-03 9.817e+08 2.01588
H2_966 96.6275431 6.496e-03 9.815e+08 2.01588
H2_969 96.9089766 8.160e-03 9.826e+08 2.01588
H2_972 97.2690633 1.356e-02 1.002e+09 2.01588
H2_977 97.7463604 3.640e-04 9.943e+08 2.01588
H2_982 98.2726680 2.574e-03 9.716e+08 2.01588
H2_988 98.8838347 3.580e-03 9.640e+08 2.01588
H2_962 96.2977981 1.316e-02 9.815e+08 2.01588
H2_963 96.3607929 7.074e-03 9.826e+08 2.01588
H2_965 96.5045706 1.583e-03 1.002e+09 2.01588
H2_967 96.7676975 2.276e-02 9.943e+08 2.01588
H2_970 97.0838038 1.604e-02 9.716e+08 2.01588
H2_974 97.4886485 1.423e-02 9.640e+08 2.01588
H2_979 97.9760020 1.352e-02 9.575e+08 2.01588
H2_985 98.5441870 1.317e-02 9.508e+08 2.01588
H2_955 95.5708153 4.228e-03 9.410e+08 2.01588
H2_957 95.7652225 4.808e-03 9.402e+08 2.01588
H2_960 96.0450565 4.932e-03 9.386e+08 2.01588
H2_964 96.4090778 4.985e-03 9.365e+08 2.01588
H2_968 96.8556582 5.096e-03 9.332e+08 2.01588
H2_973 97.3828319 5.363e-03 9.301e+08 2.01588
H2_979 97.9881658 5.959e-03 9.264e+08 2.01588
H2_954 95.4413268 1.416e-02 9.402e+08 2.01588
H2_955 95.5065759 9.880e-03 9.386e+08 2.01588
H2_956 95.6579914 9.211e-03 9.365e+08 2.01588
H2_958 95.8946622 8.967e-03 9.332e+08 2.01588
H2_962 96.2152721 8.751e-03 9.301e+08 2.01588
H2_966 96.6178907 8.324e-03 9.264e+08 2.01588
H2_970 97.0996339 7.114e-03 9.254e+08 2.01588
H2_976 97.6470384 1.923e-03 9.605e+08 2.01588
H2_947 94.7514033 3.522e-03 9.031e+08 2.01588
H2_949 94.9352457 9.282e-03 9.714e+08 2.01588
H2_952 95.2274161 6.578e-04 9.271e+08 2.01588
H2_955 95.5854827 1.691e-03 9.066e+08 2.01588
H2_960 96.0265832 2.244e-03 8.987e+08 2.01588
H2_965 96.5480127 2.614e-03 8.935e+08 2.01588
H2_971 97.1482047 2.929e-03 8.881e+08 2.01588
H2_946 94.6169306 1.340e-03 9.714e+08 2.01588
H2_946 94.6980395 1.966e-02 9.271e+08 2.01588
H2_948 94.8471250 1.294e-02 9.066e+08 2.01588
H2_950 95.0818893 1.092e-02 8.987e+08 2.01588
H2_954 95.4003758 1.005e-02 8.935e+08 2.01588
H2_958 95.8011597 9.617e-03 8.881e+08 2.01588
H2_962 96.2820031 9.358e-03 8.828e+08 2.01588
H2_968 96.8416547 9.141e-03 8.773e+08 2.01588
H2_939 93.9706716 2.914e-03 8.679e+08 2.01588
H2_941 94.1599213 3.368e-03 8.672e+08 2.01588
H2_944 94.4330363 3.525e-03 8.661e+08 2.01588
H2_947 94.7887845 3.654e-03 8.643e+08 2.01588
H2_952 95.2254967 3.878e-03 8.622e+08 2.01588
H2_957 95.7410223 4.353e-03 8.605e+08 2.01588
H2_963 96.3320233 5.581e-03 8.623e+08 2.01588
H2_938 93.8467757 9.510e-03 8.672e+08 2.01588
H2_939 93.9124308 6.558e-03 8.661e+08 2.01588
H2_940 94.0626370 6.028e-03 8.643e+08 2.01588
H2_942 94.2964220 5.738e-03 8.622e+08 2.01588
H2_946 94.6122710 5.334e-03 8.605e+08 2.01588
H2_950 95.0073631 4.368e-03 8.623e+08 2.01588
H2_954 95.4700876 1.143e-03 9.015e+08 2.01588
H2_960 96.0699881 1.363e-02 8.698e+08 2.01588
H2_932 93.2266208 2.398e-03 8.348e+08 2.01588
H2_934 93.4144793 2.239e-03 8.356e+08 2.01588
H2_936 93.6857088 2.050e-03 8.351e+08 2.01588
H2_940 94.0387539 1.993e-03 8.332e+08 2.01588
H2_944 94.4720707 2.032e-03 8.301e+08 2.01588
H2_949 94.9838732 2.136e-03 8.266e+08 2.01588
H2_955 95.5728094 2.306e-03 8.226e+08 2.01588
H2_931 93.1062642 1.067e-02 8.356e+08 2.01588
H2_931 93.1732882 7.531e-03 8.351e+08 2.01588
H2_933 93.3240091 6.886e-03 8.332e+08 2.01588
H2_935 93.5575696 6.571e-03 8.301e+08 2.01588
H2_938 93.8729060 6.378e-03 8.266e+08 2.01588
H2_942 94.2688054 6.238e-03 8.226e+08 2.01588
H2_947 94.7432557 6.093e-03 8.185e+08 2.01588
H2_952 95.2944369 5.852e-03 8.146e+08 2.01588
H2_925 92.5174530 1.967e-03 8.043e+08 2.01588
H2_927 92.7020018 2.328e-03 8.038e+08 2.01588
H2_929 92.9689567 2.508e-03 8.032e+08 2.01588
H2_933 93.3170352 2.711e-03 8.023e+08 2.01588
H2_937 93.7442933 3.083e-03 8.023e+08 2.01588
H2_942 94.2476156 4.007e-03 8.072e+08 2.01588
H2_948 94.8159475 7.700e-03 8.573e+08 2.01588
H2_923 92.3984626 6.167e-03 8.038e+08 2.01588
H2_924 92.4643257 4.161e-03 8.032e+08 2.01588
H2_926 92.6131733 3.701e-03 8.023e+08 2.01588
H2_928 92.8437608 3.303e-03 8.023e+08 2.01588
H2_931 93.1537057 2.530e-03 8.072e+08 2.01588
H2_935 93.5323765 4.555e-04 8.573e+08 2.01588
H2_940 94.0490377 9.935e-03 8.294e+08 2.01588
H2_945 94.5867439 7.400e-03 7.902e+08 2.01588
H2_918 91.8413305 1.610e-03 7.757e+08 2.01588
H2_920 92.0243230 1.683e-03 7.755e+08 2.01588
H2_922 92.2894900 1.619e-03 7.749e+08 2.01588
H2_926 92.6354667 1.575e-03 7.737e+08 2.01588
H2_930 93.0605406 1.584e-03 7.715e+08 2.01588
H2_935 93.5629793 1.655e-03 7.691e+08 2.01588
H2_941 94.1415258 1.801e-03 7.661e+08 2.01588
H2_917 91.7251984 6.175e-03 7.755e+08 2.01588
H2_917 91.7921885 4.430e-03 7.749e+08 2.01588
H2_919 91.9418156 4.168e-03 7.737e+08 2.01588
H2_921 92.1730346 4.069e-03 7.715e+08 2.01588
H2_924 92.4848135 4.001e-03 7.691e+08 2.01588
H2_928 92.8760279 3.916e-03 7.661e+08 2.01588
H2_933 93.3443430 3.759e-03 7.636e+08 2.01588
H2_938 93.8872279 3.391e-03 7.632e+08 2.01588
H2_911 91.1967200 1.316e-03 7.491e+08 2.01588
H2_913 91.3770125 1.614e-03 7.490e+08 2.01588
H2_916 91.6382849 1.825e-03 7.492e+08 2.01588
H2_919 91.9789980 2.135e-03 7.510e+08 2.01588
H2_923 92.3961653 2.867e-03 7.603e+08 2.01588
H2_928 92.8776755 5.626e-03 8.365e+08 2.01588
H2_934 93.4958316 4.715e-06 7.853e+08 2.01588
H2_910 91.0820745 3.865e-03 7.490e+08 2.01588
H2_911 91.1479580 2.485e-03 7.492e+08 2.01588
H2_912 91.2951070 2.015e-03 7.510e+08 2.01588
H2_915 91.5212260 1.349e-03 7.603e+08 2.01588
H2_918 91.8151563 4.527e-05 8.365e+08 2.01588
H2_922 92.2475185 6.667e-03 7.853e+08 2.01588
H2_927 92.7050404 4.989e-03 7.457e+08 2.01588
H2_932 93.2441273 4.435e-03 7.352e+08 2.01588
H2_1012 101.216945 5.510e-03 1.180e+09 2.01588
H2_1014 101.450425 8.277e-03 1.179e+09 2.01588
H2_1017 101.738558 9.946e-03 1.178e+09 2.01588
H2_1020 102.079917 1.085e-02 1.175e+09 2.01588
H2_1024 102.473455 1.051e-02 1.172e+09 2.01588
H2_1029 102.935334 5.698e-04 1.158e+09 2.01588
H2_1009 100.977089 2.380e-02 1.180e+09 2.01588
H2_1010 101.093850 2.381e-02 1.179e+09 2.01588
H2_1012 101.267961 2.383e-02 1.177e+09 2.01588
H2_1014 101.498243 2.386e-02 1.174e+09 2.01588
H2_1017 101.783147 2.389e-02 1.171e+09 2.01588
H2_1021 102.120900 2.390e-02 1.168e+09 2.01588
H2_1025 102.509283 2.395e-02 1.164e+09 2.01588
H2_1008 100.855192 4.395e-02 1.180e+09 2.01588
H2_1008 100.849818 2.052e-02 1.179e+09 2.01588
H2_1009 100.902496 1.565e-02 1.178e+09 2.01588
H2_1010 101.013027 1.380e-02 1.175e+09 2.01588
H2_1011 101.181448 1.396e-02 1.172e+09 2.01588
H2_1014 101.424270 2.608e-02 1.158e+09 2.01588
H2_1016 101.674187 6.343e-03 1.168e+09 2.01588
H2_1020 102.006134 7.763e-03 1.163e+09 2.01588
H2_989 98.9088418 8.108e-03 1.159e+09 2.01588
H2_991 99.1380492 1.192e-02 1.157e+09 2.01588
H2_994 99.4229927 1.377e-02 1.155e+09 2.01588
H2_997 99.7641421 1.293e-02 1.149e+09 2.01588
H2_1001 100.120872 2.683e-02 1.122e+09 2.01588
H2_1005 100.580292 2.433e-02 1.148e+09 2.01588
H2_986 98.6798050 3.647e-02 1.158e+09 2.01588
H2_987 98.7974474 3.650e-02 1.157e+09 2.01588
H2_989 98.9729359 3.652e-02 1.156e+09 2.01588
H2_992 99.2051233 3.656e-02 1.153e+09 2.01588
H2_994 99.4925429 3.661e-02 1.151e+09 2.01588
H2_998 99.8335678 3.667e-02 1.147e+09 2.01588
H2_1002 100.225834 3.671e-02 1.143e+09 2.01588
H2_985 98.5633709 6.890e-02 1.159e+09 2.01588
H2_985 98.5644317 3.301e-02 1.157e+09 2.01588
H2_986 98.6244063 2.619e-02 1.155e+09 2.01588
H2_987 98.7448676 2.565e-02 1.149e+09 2.01588
H2_988 98.8871506 8.708e-04 1.122e+09 2.01588
H2_991 99.1371727 1.075e-02 1.148e+09 2.01588
H2_994 99.4259148 1.283e-02 1.145e+09 2.01588
H2_997 99.7682583 1.470e-02 1.138e+09 2.01588
H2_968 96.8295189 7.228e-03 1.138e+09 2.01588
H2_970 97.0563358 9.744e-03 1.134e+09 2.01588
H2_973 97.3452379 6.929e-03 1.111e+09 2.01588
H2_976 97.6548791 2.189e-02 1.113e+09 2.01588
H2_980 98.0502056 2.087e-02 1.128e+09 2.01588
H2_984 98.4918497 2.046e-02 1.127e+09 2.01588
H2_966 96.6096120 3.498e-02 1.139e+09 2.01588
H2_967 96.7281070 3.501e-02 1.137e+09 2.01588
H2_969 96.9049315 3.504e-02 1.136e+09 2.01588
H2_971 97.1389672 3.510e-02 1.134e+09 2.01588
H2_974 97.4288186 3.516e-02 1.131e+09 2.01588
H2_977 97.7727250 3.524e-02 1.128e+09 2.01588
H2_981 98.1688960 3.531e-02 1.125e+09 2.01588
H2_964 96.4983964 6.860e-02 1.138e+09 2.01588
H2_965 96.5064884 3.495e-02 1.134e+09 2.01588
H2_965 96.5795521 3.226e-02 1.111e+09 2.01588
H2_966 96.6780380 7.588e-03 1.113e+09 2.01588
H2_968 96.8666854 1.260e-02 1.128e+09 2.01588
H2_971 97.1076254 1.379e-02 1.127e+09 2.01588
H2_974 97.4050800 1.521e-02 1.120e+09 2.01588
H2_977 97.7704046 2.064e-02 1.074e+09 2.01588
H2_949 94.9610442 8.914e-04 1.052e+09 2.01588
H2_951 95.1671835 1.267e-02 1.093e+09 2.01588
H2_954 95.4473989 1.354e-02 1.110e+09 2.01588
H2_957 95.7818873 1.421e-02 1.112e+09 2.01588
H2_961 96.1703553 1.450e-02 1.110e+09 2.01588
H2_966 96.6128221 1.389e-02 1.102e+09 2.01588
H2_947 94.7421918 2.744e-02 1.121e+09 2.01588
H2_948 94.8615818 2.747e-02 1.120e+09 2.01588
H2_950 95.0397768 2.750e-02 1.118e+09 2.01588
H2_952 95.2757390 2.756e-02 1.116e+09 2.01588
H2_955 95.5680782 2.763e-02 1.114e+09 2.01588
H2_959 95.9151098 2.771e-02 1.111e+09 2.01588
H2_963 96.3154524 2.780e-02 1.108e+09 2.01588
H2_946 94.6425564 6.192e-02 1.052e+09 2.01588
H2_946 94.6384745 1.287e-02 1.093e+09 2.01588
H2_947 94.7111647 1.333e-02 1.110e+09 2.01588
H2_948 94.8419776 1.280e-02 1.112e+09 2.01588
H2_950 95.0315182 1.262e-02 1.110e+09 2.01588
H2_952 95.2804814 1.327e-02 1.102e+09 2.01588
H2_955 95.5976242 1.642e-02 1.054e+09 2.01588
H2_959 95.9110161 4.187e-03 1.076e+09 2.01588
H2_932 93.2604706 4.773e-03 1.103e+09 2.01588
H2_934 93.4790049 7.090e-03 1.101e+09 2.01588
H2_937 93.7551752 8.366e-03 1.099e+09 2.01588
H2_940 94.0882924 8.975e-03 1.095e+09 2.01588
H2_944 94.4782026 8.740e-03 1.085e+09 2.01588
H2_949 94.9333772 5.529e-03 1.028e+09 2.01588
H2_930 93.0577079 1.942e-02 1.105e+09 2.01588
H2_931 93.1780857 1.945e-02 1.104e+09 2.01588
H2_933 93.3577940 1.948e-02 1.102e+09 2.01588
H2_935 93.5959236 1.954e-02 1.100e+09 2.01588
H2_938 93.8909303 1.960e-02 1.098e+09 2.01588
H2_942 94.2413893 1.968e-02 1.096e+09 2.01588
H2_946 94.6459631 1.977e-02 1.093e+09 2.01588
H2_929 92.9532692 3.419e-02 1.103e+09 2.01588
H2_929 92.9688369 1.569e-02 1.101e+09 2.01588
H2_930 93.0447184 1.205e-02 1.099e+09 2.01588
H2_931 93.1811700 1.079e-02 1.095e+09 2.01588
H2_933 93.3789645 1.077e-02 1.085e+09 2.01588
H2_936 93.6466463 1.250e-02 1.028e+09 2.01588
H2_939 93.9112985 3.004e-03 1.048e+09 2.01588
H2_942 94.2898625 5.918e-03 1.075e+09 2.01588
H2_917 91.7369586 2.948e-03 1.090e+09 2.01588
H2_919 91.9544627 4.336e-03 1.087e+09 2.01588
H2_922 92.2305875 5.016e-03 1.082e+09 2.01588
H2_925 92.5658771 4.951e-03 1.068e+09 2.01588
H2_929 92.9696188 2.653e-03 9.868e+08 2.01588
H2_933 93.3668545 8.558e-03 1.031e+09 2.01588
H2_915 91.5401186 1.301e-02 1.090e+09 2.01588
H2_916 91.6616749 1.304e-02 1.090e+09 2.01588
H2_918 91.8431103 1.306e-02 1.088e+09 2.01588
H2_920 92.0833885 1.312e-02 1.087e+09 2.01588
H2_923 92.3816716 1.318e-02 1.085e+09 2.01588
H2_927 92.7361447 1.324e-02 1.082e+09 2.01588
H2_931 93.1454887 1.332e-02 1.080e+09 2.01588
H2_914 91.4397156 2.424e-02 1.090e+09 2.01588
H2_914 91.4607489 1.152e-02 1.087e+09 2.01588
H2_915 91.5429593 9.093e-03 1.082e+09 2.01588
H2_916 91.6877365 8.559e-03 1.068e+09 2.01588
H2_919 91.9050070 9.297e-03 9.868e+08 2.01588
H2_921 92.1219603 2.469e-03 1.031e+09 2.01588
H2_924 92.4496466 4.262e-03 1.060e+09 2.01588
H2_928 92.8320649 5.473e-03 1.047e+09 2.01588
